ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
3.0510400000000004	CKkoNX3tiu64pC8m3k	192.168.1.114	49196	202.96.136.137	445	tcp	-	-	-	-	S0	T	F	0.0	S	1.0	52.0	0.0	0.0	(empty)
5.955276999999968	CNnv9T36E504KMZPHj	192.168.1.114	49237	14.5.92.31	445	tcp	-	-	-	-	S0	T	F	0.0	S	1.0	52.0	0.0	0.0	(empty)
7.9580789999999695	CnmQr54yDA06FgXjvk	192.168.1.114	49267	17.253.188.127	445	tcp	-	-	-	-	S0	T	F	0.0	S	1.0	52.0	0.0	0.0	(empty)
9.660904999999984	CK0rKR3juq2oFVUatj	192.168.1.114	49290	93.129.199.62	445	tcp	-	-	-	-	S0	T	F	0.0	S	1.0	52.0	0.0	0.0	(empty)
10.713056999999992	C4pdi04m1NYpxgEeck	192.168.1.114	49307	122.238.241.87	445	tcp	-	0.000323	0	0	REJ	T	T	0.0	Sr	1.0	52.0	1.0	40.0	(empty)
11.062899999999983	C9FsLV3hVlYZpqzARj	192.168.1.114	49316	120.160.224.52	445	tcp	-	-	-	-	S0	T	F	0.0	S	1.0	52.0	0.0	0.0	(empty)
11.564281999999993	CfRT6p2RwChF1okqlf	192.168.1.114	49319	221.236.152.252	445	tcp	-	0.000262	0	0	REJ	T	T	0.0	Sr	1.0	52.0	1.0	40.0	(empty)
11.814642999999991	CguHHC24NbYDodGJmg	192.168.1.114	49325	123.201.129.73	445	tcp	-	0.000260	0	0	REJ	T	T	0.0	Sr	1.0	52.0	1.0	40.0	(empty)
12.064058999999983	CSRk1t2xEAJwOgn0Jf	192.168.1.114	49319	221.236.152.252	445	tcp	-	0.000260	0	0	REJ	T	T	0.0	Sr	1.0	52.0	1.0	40.0	(empty)
12.364519	CJaFEx2Azd0IePYt4g	192.168.1.114	49335	148.71.29.130	445	tcp	-	-	-	-	S0	T	F	0.0	S	1.0	52.0	0.0	0.0	(empty)
12.764955999999984	CJM74n2OltAMfYE09f	192.168.1.114	49340	135.208.98.134	445	tcp	-	-	-	-	S0	T	F	0.0	S	1.0	52.0	0.0	0.0	(empty)
