ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
0.5073480000000075	CKJQ2BVDIuy88B7u1	192.168.1.114	49160	119.234.223.89	445	tcp	-	0.000217	0	0	REJ	T	T	0.0	Sr	1.0	52.0	1.0	40.0	(empty)
3.0510400000000004	CKkoNX3tiu64pC8m3k	192.168.1.114	49196	202.96.136.137	445	tcp	-	-	-	-	S0	T	F	0.0	S	1.0	52.0	0.0	0.0	(empty)
4.4035439999999815	Chm6OOuPY967qD3w2	192.168.1.114	49215	7.25.79.163	445	tcp	-	-	-	-	S0	T	F	0.0	S	1.0	52.0	0.0	0.0	(empty)
5.955276999999968	CNnv9T36E504KMZPHj	192.168.1.114	49237	14.5.92.31	445	tcp	-	-	-	-	S0	T	F	0.0	S	1.0	52.0	0.0	0.0	(empty)
7.05696199999997	CFw4iJIVZIOXHnnT1	192.168.1.114	49252	76.231.156.240	445	tcp	-	-	-	-	S0	T	F	0.0	S	1.0	52.0	0.0	0.0	(empty)
7.9580789999999695	CnmQr54yDA06FgXjvk	192.168.1.114	49267	17.253.188.127	445	tcp	-	-	-	-	S0	T	F	0.0	S	1.0	52.0	0.0	0.0	(empty)
8.809526999999974	CGdwWN1oTv7m9VLe2	192.168.1.114	49279	30.53.41.139	445	tcp	-	-	-	-	S0	T	F	0.0	S	1.0	52.0	0.0	0.0	(empty)
9.660904999999984	CK0rKR3juq2oFVUatj	192.168.1.114	49290	93.129.199.62	445	tcp	-	-	-	-	S0	T	F	0.0	S	1.0	52.0	0.0	0.0	(empty)
10.161198999999982	Ce9O7DmKU15N6SmG1	192.168.1.114	49300	167.198.149.173	445	tcp	-	-	-	-	S0	T	F	0.0	S	1.0	52.0	0.0	0.0	(empty)
10.713056999999992	C4pdi04m1NYpxgEeck	192.168.1.114	49307	122.238.241.87	445	tcp	-	0.000323	0	0	REJ	T	T	0.0	Sr	1.0	52.0	1.0	40.0	(empty)
10.812720999999984	CdMwHQ3D5AECftLH2	192.168.1.114	49310	46.228.191.234	445	tcp	-	0.000339	0	0	REJ	T	T	0.0	Sr	1.0	52.0	1.0	40.0	(empty)
11.062899999999983	C9FsLV3hVlYZpqzARj	192.168.1.114	49316	120.160.224.52	445	tcp	-	-	-	-	S0	T	F	0.0	S	1.0	52.0	0.0	0.0	(empty)
11.312705999999993	CBXfgg2rktPzPik1o6	192.168.1.114	49310	46.228.191.234	445	tcp	-	0.000398	0	0	REJ	T	T	0.0	Sr	1.0	52.0	1.0	40.0	(empty)
11.564281999999993	CfRT6p2RwChF1okqlf	192.168.1.114	49319	221.236.152.252	445	tcp	-	0.000262	0	0	REJ	T	T	0.0	Sr	1.0	52.0	1.0	40.0	(empty)
11.71465599999999	CAJOMb2SJCaj3GQ736	192.168.1.114	49323	98.15.168.187	445	tcp	-	0.000267	0	0	REJ	T	T	0.0	Sr	1.0	52.0	1.0	40.0	(empty)
11.814642999999991	CguHHC24NbYDodGJmg	192.168.1.114	49325	123.201.129.73	445	tcp	-	0.000260	0	0	REJ	T	T	0.0	Sr	1.0	52.0	1.0	40.0	(empty)
11.914403999999962	CmWfcj2dJmd5naRvR6	192.168.1.114	49328	56.159.149.10	445	tcp	-	0.000261	0	0	REJ	T	T	0.0	Sr	1.0	52.0	1.0	40.0	(empty)
12.064058999999983	CSRk1t2xEAJwOgn0Jf	192.168.1.114	49319	221.236.152.252	445	tcp	-	0.000260	0	0	REJ	T	T	0.0	Sr	1.0	52.0	1.0	40.0	(empty)
12.214041999999976	CVVyr52oUyRBBjmCP5	192.168.1.114	49323	98.15.168.187	445	tcp	-	0.000292	0	0	REJ	T	T	0.0	Sr	1.0	52.0	1.0	40.0	(empty)
